2022/01/14 01:47
2022/01/14 01:47,"TOTAL","$237,297",
2022/01/14 01:47,"WALLET","$374,461",
2022/01/14 01:47,"CONVEX",
2022/01/14 01:47,"Assets on Ethereum","$374,418","100%",
2022/01/14 01:47,"Assets on BSC","$43","0%",
2022/01/14 01:47,"Wallet","$10,453",
2022/01/14 01:47,"Convex","$363,569",
2022/01/14 01:47,"Curve","$386",
2022/01/14 01:47,"Aave V2","$53",
2022/01/14 01:47,"CURVE","$10,453","","$47.38","96.0616","$4,551","",
2022/01/14 01:47,"ETH","$3,266.71","1.1302","$3,692","",
2022/01/14 01:47,"CRV","$4.80","450.9937","$2,166","","$481.20","0.0885","$43","","$5.03","0.2941","$1","","$0","43,249.4881","$0",
2022/01/14 01:47,"AAVE2","$363,569",
2022/01/14 01:47,"USDN + 3Crv","206,128.18 USDN ","125,356.23 3Crv ","326.85 CRV ($1,569)","60.96 CVX ($2,888)","$334,963",
2022/01/14 01:47,"cvxCRV","5,670.53 cvxCRV ","153.06 CRV ($735)","28.55 CVX ($1,352)","96.10 DAI ($96)","100.99 USDC ($101)","96.91 USDT ($97)","$28,606",
